model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable,Stable (dim4),2022-11-30,5,10,39.9,261.9,222.0,1.0
stable,Stable (dim4),2022-11-30,10,1,35.8,214.6,178.8,1.0
stable,Stable (dim4),2022-11-30,10,5,36.5,173.8,137.3,1.0
stable,Stable (dim4),2022-11-30,10,10,39.7,164.0,124.3,1.0
stable,Stable (dim4),2022-12-30,1,1,34.0,430.2,396.2,1.0
stable,Stable (dim4),2022-12-30,1,5,39.6,361.5,321.9,1.0
stable,Stable (dim4),2022-12-30,1,10,38.3,445.6,407.3,1.0
stable,Stable (dim4),2022-12-30,5,1,37.4,296.7,259.3,1.0
stable,Stable (dim4),2022-12-30,5,5,33.9,244.8,210.9,1.0
stable,Stable (dim4),2022-12-30,5,10,33.0,232.1,199.1,1.0
stable,Stable (dim4),2022-12-30,10,1,30.6,199.5,168.9,1.0
stable,Stable (dim4),2022-12-30,10,5,31.4,162.6,131.2,1.0
stable,Stable (dim4),2022-12-30,10,10,33.6,148.8,115.2,1.0
stable,Stable (dim4),2023-01-31,1,1,28.7,431.2,402.5,1.0
stable,Stable (dim4),2023-01-31,1,5,35.7,399.1,363.4,1.0
stable,Stable (dim4),2023-01-31,1,10,35.5,449.8,414.3,1.0
stable,Stable (dim4),2023-01-31,5,1,36.0,294.0,258.0,1.0
stable,Stable (dim4),2023-01-31,5,5,32.8,266.2,233.4,1.0
stable,Stable (dim4),2023-01-31,5,10,31.2,261.4,230.2,1.0
stable,Stable (dim4),2023-01-31,10,1,28.9,194.5,165.6,1.0
stable,Stable (dim4),2023-01-31,10,5,29.4,169.7,140.3,1.0
stable,Stable (dim4),2023-01-31,10,10,31.4,164.3,132.9,1.0
stable,Stable (dim4),2023-02-28,1,1,28.1,382.1,354.0,1.0
stable,Stable (dim4),2023-02-28,1,5,34.1,344.8,310.7,1.0
stable,Stable (dim4),2023-02-28,1,10,33.2,428.1,394.9,1.0
stable,Stable (dim4),2023-02-28,5,1,34.6,285.3,250.7,1.0
stable,Stable (dim4),2023-02-28,5,5,31.5,232.9,201.4,1.0
stable,Stable (dim4),2023-02-28,5,10,29.5,245.5,216.0,1.0
stable,Stable (dim4),2023-02-28,10,1,26.9,184.9,158.0,1.0
stable,Stable (dim4),2023-02-28,10,5,26.8,157.6,130.8,1.0
stable,Stable (dim4),2023-02-28,10,10,28.2,148.9,120.7,1.0
stable,Stable (dim4),2023-03-31,1,1,37.6,440.0,402.4,1.0
stable,Stable (dim4),2023-03-31,1,5,39.8,402.1,362.3,1.0
stable,Stable (dim4),2023-03-31,1,10,36.1,458.3,422.2,1.0
stable,Stable (dim4),2023-03-31,5,1,37.1,295.5,258.4,1.0
stable,Stable (dim4),2023-03-31,5,5,33.9,267.2,233.3,1.0
stable,Stable (dim4),2023-03-31,5,10,31.3,252.2,220.9,1.0
stable,Stable (dim4),2023-03-31,10,1,28.1,181.1,153.0,1.0
stable,Stable (dim4),2023-03-31,10,5,27.9,165.2,137.3,1.0
stable,Stable (dim4),2023-03-31,10,10,29.3,157.0,127.7,1.0
stable,Stable (dim4),2023-04-28,1,1,41.6,376.9,335.3,1.0
stable,Stable (dim4),2023-04-28,1,5,42.4,394.0,351.6,1.0
stable,Stable (dim4),2023-04-28,1,10,36.5,461.5,425.0,1.0
stable,Stable (dim4),2023-04-28,5,1,39.9,287.8,247.9,1.0
stable,Stable (dim4),2023-04-28,5,5,34.7,256.3,221.6,1.0
stable,Stable (dim4),2023-04-28,5,10,31.1,250.5,219.4,1.0
stable,Stable (dim4),2023-04-28,10,1,29.3,172.3,143.0,1.0
stable,Stable (dim4),2023-04-28,10,5,28.3,164.4,136.1,1.0
stable,Stable (dim4),2023-04-28,10,10,28.7,151.6,122.9,1.0
stable,Stable (dim4),2023-05-31,1,1,37.5,393.5,356.0,1.0
stable,Stable (dim4),2023-05-31,1,5,40.4,393.7,353.3,1.0
stable,Stable (dim4),2023-05-31,1,10,36.4,461.1,424.7,1.0
stable,Stable (dim4),2023-05-31,5,1,39.0,276.2,237.2,1.0
stable,Stable (dim4),2023-05-31,5,5,34.7,262.8,228.1,1.0
stable,Stable (dim4),2023-05-31,5,10,31.7,252.4,220.7,1.0
stable,Stable (dim4),2023-05-31,10,1,28.9,169.6,140.7,1.0
stable,Stable (dim4),2023-05-31,10,5,28.3,171.2,142.9,1.0
stable,Stable (dim4),2023-05-31,10,10,28.7,158.7,130.0,1.0
stable,Stable (dim4),2023-06-30,1,1,31.6,325.3,293.7,1.0
stable,Stable (dim4),2023-06-30,1,5,36.3,384.0,347.7,1.0
stable,Stable (dim4),2023-06-30,1,10,34.2,462.2,428.0,1.0
stable,Stable (dim4),2023-06-30,5,1,39.4,235.9,196.5,1.0
stable,Stable (dim4),2023-06-30,5,5,35.2,250.2,215.0,1.0
stable,Stable (dim4),2023-06-30,5,10,32.5,248.9,216.4,1.0
stable,Stable (dim4),2023-06-30,10,1,30.3,164.4,134.1,1.0
stable,Stable (dim4),2023-06-30,10,5,30.0,163.1,133.1,1.0
stable,Stable (dim4),2023-06-30,10,10,30.2,154.7,124.5,1.0
stable,Stable (dim4),2023-07-31,1,1,33.7,352.3,318.6,1.0
stable,Stable (dim4),2023-07-31,1,5,36.4,368.5,332.1,1.0
stable,Stable (dim4),2023-07-31,1,10,32.5,442.9,410.4,1.0
stable,Stable (dim4),2023-07-31,5,1,36.0,258.7,222.7,1.0
stable,Stable (dim4),2023-07-31,5,5,32.0,257.7,225.7,1.0
stable,Stable (dim4),2023-07-31,5,10,29.2,247.5,218.3,1.0
stable,Stable (dim4),2023-07-31,10,1,27.1,171.8,144.7,1.0
stable,Stable (dim4),2023-07-31,10,5,26.1,168.0,141.9,1.0
stable,Stable (dim4),2023-07-31,10,10,26.4,144.7,118.3,1.0
stable,Stable (dim4),2023-08-31,1,1,36.0,374.9,338.9,1.0
stable,Stable (dim4),2023-08-31,1,5,38.9,386.9,348.0,1.0
stable,Stable (dim4),2023-08-31,1,10,35.4,451.7,416.3,1.0
stable,Stable (dim4),2023-08-31,5,1,38.1,270.8,232.7,1.0
stable,Stable (dim4),2023-08-31,5,5,33.3,250.5,217.2,1.0
stable,Stable (dim4),2023-08-31,5,10,30.4,242.1,211.7,1.0
stable,Stable (dim4),2023-08-31,10,1,27.9,176.2,148.3,1.0
stable,Stable (dim4),2023-08-31,10,5,26.9,168.3,141.4,1.0
stable,Stable (dim4),2023-08-31,10,10,27.1,151.8,124.7,1.0
stable,Stable (dim4),2023-09-29,1,1,28.8,345.7,316.9,1.0
stable,Stable (dim4),2023-09-29,1,5,32.2,379.7,347.5,1.0
stable,Stable (dim4),2023-09-29,1,10,30.9,411.5,380.6,1.0
stable,Stable (dim4),2023-09-29,5,1,31.7,265.7,234.0,1.0
stable,Stable (dim4),2023-09-29,5,5,28.9,248.3,219.4,1.0
stable,Stable (dim4),2023-09-29,5,10,27.7,237.1,209.4,1.0
stable,Stable (dim4),2023-09-29,10,1,24.7,164.6,139.9,1.0
stable,Stable (dim4),2023-09-29,10,5,24.0,156.6,132.6,1.0
stable,Stable (dim4),2023-09-29,10,10,24.5,146.1,121.6,1.0
stable,Stable (dim4),2023-10-31,1,1,32.5,385.8,353.3,1.0
stable,Stable (dim4),2023-10-31,1,5,34.7,357.0,322.3,1.0
stable,Stable (dim4),2023-10-31,1,10,32.4,437.5,405.1,1.0
stable,Stable (dim4),2023-10-31,5,1,32.5,266.8,234.3,1.0
stable,Stable (dim4),2023-10-31,5,5,29.0,251.8,222.8,1.0
stable,Stable (dim4),2023-10-31,5,10,27.0,236.6,209.6,1.0
stable,Stable (dim4),2023-10-31,10,1,24.7,177.8,153.1,1.0
stable,Stable (dim4),2023-10-31,10,5,24.1,167.8,143.7,1.0
stable,Stable (dim4),2023-10-31,10,10,24.1,147.4,123.3,1.0
stable,Stable (dim4),2023-11-30,1,1,39.7,367.1,327.4,1.0
stable,Stable (dim4),2023-11-30,1,5,38.1,401.1,363.0,1.0
stable,Stable (dim4),2023-11-30,1,10,33.9,467.5,433.6,1.0
stable,Stable (dim4),2023-11-30,5,1,36.2,277.3,241.1,1.0
stable,Stable (dim4),2023-11-30,5,5,32.2,274.7,242.5,1.0
stable,Stable (dim4),2023-11-30,5,10,29.7,254.4,224.7,1.0
stable,Stable (dim4),2023-11-30,10,1,28.0,171.7,143.7,1.0
stable,Stable (dim4),2023-11-30,10,5,27.1,171.1,144.0,1.0
stable,Stable (dim4),2023-11-30,10,10,27.0,157.9,130.9,1.0
stable,Stable (dim4),2023-12-29,1,1,51.9,416.9,365.0,1.0
stable,Stable (dim4),2023-12-29,1,5,46.6,427.7,381.1,1.0
stable,Stable (dim4),2023-12-29,1,10,40.9,498.7,457.8,1.0
stable,Stable (dim4),2023-12-29,5,1,40.5,300.0,259.5,1.0
stable,Stable (dim4),2023-12-29,5,5,35.6,293.4,257.8,1.0
stable,Stable (dim4),2023-12-29,5,10,33.5,264.6,231.1,1.0
stable,Stable (dim4),2023-12-29,10,1,31.5,188.5,157.0,1.0
stable,Stable (dim4),2023-12-29,10,5,30.7,186.1,155.4,1.0
stable,Stable (dim4),2023-12-29,10,10,30.7,167.7,137.0,1.0
stable,Stable (dim4),2024-01-31,1,1,47.6,427.1,379.5,1.0
stable,Stable (dim4),2024-01-31,1,5,42.7,438.7,396.0,1.0
stable,Stable (dim4),2024-01-31,1,10,37.1,495.0,457.9,1.0
stable,Stable (dim4),2024-01-31,5,1,38.4,303.3,264.9,1.0
stable,Stable (dim4),2024-01-31,5,5,34.1,285.8,251.7,1.0
stable,Stable (dim4),2024-01-31,5,10,31.7,267.8,236.1,1.0
stable,Stable (dim4),2024-01-31,10,1,29.7,194.7,165.0,1.0
stable,Stable (dim4),2024-01-31,10,5,28.9,188.7,159.8,1.0
stable,Stable (dim4),2024-01-31,10,10,29.2,167.8,138.6,1.0
stable,Stable (dim4),2024-02-29,1,1,37.1,403.8,366.7,1.0
stable,Stable (dim4),2024-02-29,1,5,37.1,418.0,380.9,1.0
stable,Stable (dim4),2024-02-29,1,10,34.4,479.4,445.0,1.0
stable,Stable (dim4),2024-02-29,5,1,37.1,280.7,243.6,1.0
stable,Stable (dim4),2024-02-29,5,5,33.8,272.9,239.1,1.0
stable,Stable (dim4),2024-02-29,5,10,32.0,257.0,225.0,1.0
stable,Stable (dim4),2024-02-29,10,1,30.4,178.6,148.2,1.0
stable,Stable (dim4),2024-02-29,10,5,29.6,171.7,142.1,1.0
stable,Stable (dim4),2024-02-29,10,10,30.3,160.4,130.1,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,1,1,44.0,276.4,232.4,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,1,5,32.7,87.6,54.9,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,1,10,28.4,87.6,59.2,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,5,1,26.9,181.0,154.1,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,5,5,22.7,94.3,71.6,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,5,10,21.6,86.8,65.2,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,10,1,18.6,121.4,102.8,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,10,5,18.3,77.0,58.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-10-29,10,10,19.6,68.5,48.9,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,1,1,52.2,307.3,255.1,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,1,5,33.1,92.8,59.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,1,10,28.5,71.2,42.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,5,1,26.0,185.0,159.0,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,5,5,22.1,94.4,72.3,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,5,10,21.4,82.1,60.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,10,1,19.5,128.1,108.6,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,10,5,18.9,69.4,50.5,1.0
stable_cal,Stable + cal. H (s=0.151),2010-11-30,10,10,20.2,63.9,43.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,1,1,48.7,321.4,272.7,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,1,5,29.7,86.8,57.1,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,1,10,25.1,65.6,40.5,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,5,1,23.1,193.9,170.8,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,5,5,19.3,88.2,68.9,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,5,10,18.4,73.3,54.9,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,10,1,17.0,128.6,111.6,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,10,5,16.3,71.7,55.4,1.0
stable_cal,Stable + cal. H (s=0.151),2010-12-31,10,10,17.0,56.5,39.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,1,1,41.8,313.6,271.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,1,5,28.1,71.0,42.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,1,10,23.0,66.8,43.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,5,1,25.3,185.3,160.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,5,5,20.7,87.9,67.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,5,10,19.4,71.8,52.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,10,1,18.2,116.9,98.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,10,5,16.9,64.7,47.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-01-31,10,10,17.3,57.8,40.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,1,1,39.5,300.9,261.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,1,5,27.6,78.0,50.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,1,10,23.4,72.3,48.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,5,1,24.1,170.6,146.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,5,5,20.5,89.9,69.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,5,10,19.9,73.1,53.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,10,1,17.6,117.3,99.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,10,5,16.7,62.5,45.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-02-28,10,10,17.7,59.1,41.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,1,1,33.6,304.4,270.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,1,5,24.7,69.4,44.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,1,10,21.4,62.5,41.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,5,1,22.8,161.6,138.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,5,5,19.3,90.5,71.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,5,10,18.7,67.7,49.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,10,1,16.9,109.6,92.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,10,5,16.0,63.2,47.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-03-31,10,10,16.5,51.1,34.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,1,1,33.6,317.3,283.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,1,5,25.4,77.8,52.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,1,10,22.2,68.9,46.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,5,1,23.3,157.8,134.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,5,5,19.8,81.7,61.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,5,10,18.9,74.7,55.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,10,1,17.1,106.5,89.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,10,5,16.0,64.6,48.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-04-29,10,10,16.5,54.2,37.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,1,1,43.1,287.3,244.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,1,5,29.8,78.6,48.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,1,10,24.5,70.5,46.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,5,1,25.6,173.8,148.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,5,5,21.0,84.8,63.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,5,10,20.0,73.6,53.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,10,1,18.3,114.9,96.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,10,5,17.1,72.2,55.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-05-31,10,10,17.5,58.7,41.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,1,1,40.4,311.1,270.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,1,5,28.2,80.3,52.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,1,10,23.2,68.5,45.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,5,1,24.0,165.3,141.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,5,5,19.9,90.0,70.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,5,10,18.6,70.8,52.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,10,1,16.7,109.8,93.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,10,5,15.7,70.0,54.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-06-30,10,10,16.1,56.9,40.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,1,1,53.8,293.8,240.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,1,5,34.4,95.5,61.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,1,10,27.9,81.9,54.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,5,1,27.2,171.5,144.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,5,5,22.0,96.8,74.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,5,10,20.7,78.4,57.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,10,1,19.0,112.6,93.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,10,5,17.9,71.1,53.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-07-29,10,10,18.8,62.8,44.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,1,1,75.4,295.1,219.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,1,5,42.4,103.7,61.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,1,10,33.6,84.2,50.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,5,1,29.2,175.0,145.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,5,5,23.6,107.7,84.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,5,10,22.2,85.4,63.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,10,1,20.1,113.0,92.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,10,5,18.7,74.5,55.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-08-31,10,10,19.8,64.6,44.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,1,1,69.4,267.0,197.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,1,5,43.1,106.3,63.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,1,10,40.0,105.4,65.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,5,1,33.4,166.8,133.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,5,5,27.8,108.9,81.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,5,10,26.9,89.3,62.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,10,1,23.4,121.9,98.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,10,5,22.3,77.2,54.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-09-30,10,10,23.8,70.4,46.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,1,1,73.9,273.1,199.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,1,5,43.8,109.5,65.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,1,10,37.3,99.7,62.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,5,1,33.4,172.1,138.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,5,5,27.5,101.0,73.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,5,10,26.2,96.5,70.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,10,1,23.1,118.0,94.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,10,5,22.0,83.5,61.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-10-31,10,10,23.6,70.5,46.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,1,1,74.5,280.1,205.6,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,1,5,41.2,106.4,65.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,1,10,37.3,90.0,52.7,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,5,1,30.4,184.8,154.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,5,5,26.0,102.3,76.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,5,10,25.1,92.6,67.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,10,1,22.4,122.3,99.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,10,5,21.5,79.7,58.2,1.0
stable_cal,Stable + cal. H (s=0.151),2011-11-30,10,10,23.5,70.9,47.4,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,1,1,59.2,277.7,218.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,1,5,43.5,110.6,67.1,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,1,10,38.9,101.2,62.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,5,1,33.8,178.3,144.5,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,5,5,28.5,111.5,83.0,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,5,10,27.4,98.7,71.3,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,10,1,24.0,126.8,102.8,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,10,5,23.3,91.2,67.9,1.0
stable_cal,Stable + cal. H (s=0.151),2011-12-30,10,10,25.4,72.6,47.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,1,1,68.6,256.2,187.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,1,5,42.5,127.8,85.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,1,10,36.3,103.4,67.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,5,1,35.6,175.1,139.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,5,5,28.8,112.2,83.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,5,10,27.6,99.0,71.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,10,1,24.5,128.6,104.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,10,5,24.1,81.5,57.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-01-31,10,10,26.1,74.9,48.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,1,1,59.1,292.2,233.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,1,5,40.4,113.6,73.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,1,10,34.7,102.7,68.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,5,1,34.4,192.2,157.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,5,5,28.2,113.2,85.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,5,10,26.6,94.5,67.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,10,1,24.2,131.4,107.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,10,5,23.0,84.1,61.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-02-29,10,10,24.7,73.6,48.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,1,1,57.2,275.4,218.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,1,5,38.3,110.8,72.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,1,10,32.5,94.5,62.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,5,1,33.8,192.9,159.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,5,5,27.5,114.0,86.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,5,10,25.7,94.0,68.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,10,1,23.5,130.0,106.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,10,5,22.5,87.5,65.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-03-30,10,10,24.3,74.8,50.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,1,1,67.8,276.4,208.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,1,5,40.4,116.1,75.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,1,10,32.3,103.4,71.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,5,1,34.9,192.8,157.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,5,5,28.4,114.7,86.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,5,10,26.6,94.9,68.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,10,1,24.2,127.4,103.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,10,5,23.1,98.2,75.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-04-30,10,10,25.1,73.0,47.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,1,1,84.4,268.5,184.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,1,5,54.2,120.3,66.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,1,10,47.4,129.5,82.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,5,1,50.0,178.6,128.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,5,5,40.2,119.5,79.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,5,10,37.9,104.2,66.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,10,1,35.1,126.1,91.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,10,5,33.6,90.4,56.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-05-31,10,10,37.1,82.9,45.8,1.0
